User ,Agent,Intent,Slot,User Sentiment
"oh, I can't maintain white color. Do you have it in blue or black colour?",We have back cover for the phone so it will keep your phone new,Slt_Info,Color-Black&Blue,Neg
"I take your point but still, I would go for Black or Blue.",Okay then Mi 4s by Xiomi also in great demand these days,Feedback,null,Neg
What is it's price?,It is 220 Euro,Query_Slot,null,Neu
What is it's battery capacity?,It is 3260 mAH,Query_Slot,null,Neu
Is it a Dual Sim phone?,Yes it is,Confirm_Q,Sim-D,Neu
"Okay, I think I will buy it.","Great, I am booking it for you. Your booking reference is 2012-50",Booking_Req,null,Pos
Thanks a lot for helping me in choosing a good phone.,"My pleasure, I love suggesting good phone. Do visit us again",Gratitude,null,Pos
51,51,51,51,51
I want a technologically advanced mobile phone.,"Good Evening, we have many variety. Any specific model you are looking for?",Phn_SelReq,null,Neu
I want an apple phone that fits my budget.,what is your budget? Do you have any other requirements?,Slt_Info,Brand-Apple,Neu
It should be under 650 Euro.,iPhone 6s by Apple will fit your budget. It is 620 Euro,Slt_Info,Cost-650-,Neu
What is it's storage?,It is 16 GB internal RAM,Query_Slot,null,Neu
That will not fulfil my need. I need a phone with more space at least 64 GB of internal RAM.,This phone has memory card slot. It will increase your storage. Then you will have to buy a phone in some other brand,Slt_Info,Internal_RAM-64+,Neu
But I don't want to use a memory slot. I am okay with another brand.,M6s Plus by Gionee is a good phone,Feedback,null,Neg
What is it's price?,It is 460 Euro.,Query_Slot,null,Neu
I will take it,"nice, your booking number is 2020-51",Booking_Req,null,Pos
Thanks a lot for your help.,My pleasure.,Gratitude,null,Pos
52,52,52,52,52
"Hello, I want to buy a phone.",Sure. May i know what are your requirements?,Phn_SelReq,null,Neu
"Yes, I need a GPS operated phone with less weight.",You can take RAZR D1 by Motorola,Slt_Info,"GPS-Y,Weight_g-Light",Neu
How much?,Its costs is only 150 EURO.,Query_Slot,null,Neu
whats is it's battery?,It's 1785 mAH,Query_Slot,null,Neu
"Oh, but this is less.",This is the best phone as per your primary requirements,Feedback,null,Neg
"Ok, can you please book it for me?",Yeah Sure done.,Booking_Req,null,Pos
Thank you.,You are most welcome .,Gratitude,null,Pos
53,53,53,53,53
"Hey, I need phone info.","Yes, what are your requirements?",Phn_Info,null,Neu
It should be HTC company with lightweight.,Is the all requirement ?,Slt_Info,"Brand-HTC,Weight_g-Light",Neu
"Yes, it should be May 2017 released phone.",U11 by HTC is May 2017 released phone,Slt_Info,"Released_Yr-2017,Released_Month-May",Neu
What is it's battery capacity,It has battery capacity of 3000 mAH,Query_Slot,null,Neu
Only 3000? Quite less Capacity.,3000 mAH usually lasts for 48 hrs and also you can use battery saving mode.,Slt_Info,Battery-4000+,Neg
"Ok, Book it for me.",Yeah Sure done.,Booking_Req,null,Pos
"Ok,Thanks for the information.",You are most welcome,Gratitude,null,Pos
54,54,54,54,54
I need to buy a phone.,"Sure, any specific phone you are looking for?",Phn_SelReq,null,Neu
Phone with a good primary camera and high battery capacity.,"Ok, we have phones available meeting your specifications, Do have any other requirement also?",Slt_info,"P_Camera-Good,Battery-Good",Neu
No that's all.,You can buy X9 Plus by Vivo which has 16 MP,Confirm,null,Neu
what about the secondary camera?,It is also 16 MP.,Query_Slot,null,Neu
What is its Released Year?,It is 2016,Query_Slot,null,Neu
"oh, but I want a 2017 released phone",This phone is still very much in demand and company has slashed its price also,Slt_Info,Released_Yr-2017,Neg
But I want a new released phone with a good camera and battery.,Then you should try V5s by Vivo,Feedback,null,Neu
what is it's both cameras?,It's back camera is 13 MP & front camera is 20 MP,Query_Slt,null,Neu
It sounds great.,Yes it is one of the best phone for camera.,Feedback,null,Pos
"Ok, can you book it for me?","Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
55,55,55,55,55
"Good Evening, I am looking for a trending phone.","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has less weight and good battery life.,Zenfone 3 Zoom ZE553KL by Asus will be a good choice. Its weight is 170gms,Slt_Info,"Battery-Good,Weight_g-Light",Neu
What is it's colour?,It is Navy Black color,Query_Slot,null,Neu
Whta is it's internal RAM?,It is 32 GB,Query_Slot,null,Neu
"Oh, that's too less. I want at least 64 GB of internal RAM",Memory card can be used to increase the space,Slt_Info,Internal_RAM-64+,Neg
Yeah but I am not comfortable with a memory card.,Then Zenfone AR ZS571KL by Asus will be a perfect choice for you with good battery.,Feedback,null,Neu
What is it's price?,It is 800 Euro. It's a very good phone. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Neu
Thanks a ton.,My pleasure,Gratitude,null,Pos
56,56,56,56,56
"Good Evening, I am looking for a trending phone.","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has a high memory and good battery life.,Moto Maxx by Motorola will be a good choice. Its internal RAM is 64 GB.,Slt_Info,"RAM-Good,Internal_RAM-Good,Battery-Good",Neu
What is it's colour?,It is Black Ballistic Nylon.,Query_Slot,null,Neu
What is it's weight?,It is 176 gms.,Query_Slot,null,Neu
That's a bit on the heavier side. Do you have something in lightweight?,Most of the good phone has weight around this only,Slt_Info,Weight_g-Light,Neg
Yeah but I don't find it comfortable to keep a heavy phone in my pocket,Then sir R11 by Oppo will be a perfect choice for you with good memory.,Feedback,null,Neu
What is it's price?,It is 400 Euro. It's a new phone in the market. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you. Your reference number is 2012_33",Booking,null,Neu
Thanks a ton.,My pleasure,Gratitude,null,Pos
57,57,57,57,57
"Hello, can you help me in selecting a phone?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want a pink coloured dual sim phone.,F3 Plus by Oppo is a double sim phone.,Slt_Info,"Color-Pink,Sim-D",Neu
what is it's camera quality?,it's 16 MP for primary and dual for secondary,Query_Slot,null,Neu
What is it's weight?,It's weight is 185 gm,Query_Slot,null,Neu
It's a bit heavy. I want a lighter phone.,It's not that heavy and also this is also a limited edition phone and is selling like hot cake. You should buy this phone only,Slt_Info,Weight_g-Light,Neu
But I don't feel comfortable carrying a heavy phone.,You can buy Classic Enjoy 6 by Huawei,Feedback,null,Neg
what is it's cost?,its cost is 200 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you. Your reference number is 2012_34",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot.,My pleasure,Gratitude,null,Pos
58,58,58,58,58
"Hello, I am in search of a good phone.",You are at the right place. Any specific phone you need?,Phn_SelReq,null,Neu
It should have a big display and high memory.,"Ok , Do you have any other requirements ?",Slt_Info,"Display_Size-Big,RAM-Good,Internal_RAM-Good",Neu
"No, I want a high memory phone.","Okay, you can buy P8max by Huawei which has internal Ram of 64 GB and display size 326 pixel.",Confirm,null,Neu
What is it's Primary Camera?,It is 13MP,Query_Slot,null,Neu
"Oh, I need a 16 MP or more camera phone.",Its picture quality is very good.,Slt_Info,P_Camera-16+,Neg
"But still, I would go for a 16 MP+ camera phone.",Okay then PRO 5 by Meizu is perfect for you.,Feedback,null,Neg
What is it's cost?,Its cost is 390 Euro,Query_Slot,null,Neu
What is it's weight,It is 168 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you. Your reference number is 2012-42",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
59,59,59,59,59
"Hi, I want to buy a phone.","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
It should be a Samsung company and should have a good memory.,Galaxy C9 Pro by Samsung will be a good choice for you.,Slt_Info,"Brand-Samsung,RAM-Good,Internal_RAM-Good",Neu
What is it's memory?,It is 6 GB RAM and 64 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 620 Euro,Query_Slot,null,Neu
"Unfortunately, that's too costly for me. Do you have a phone with the same specifications at a lower price?","Cost is bit high but Galaxy C9 Pro by Samsung's camera has features like Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus.",Slt_Info,Cost-Less,Neg
That is good to know but I can't afford it.,Galaxy C7 Pro by Samsung price is 420 Euro,Feedback,null,Neu
What is it's colour?,Gold is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you. Your reference number is 2012-43",Booking_Req,null,Neu
Thanks a ton.,My pleasure,Gratitude,null,Pos
60,60,60,60,60
"Hi,can you help me with buying a phone?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
It should have a good camera and battery capacity.,R9s Plus by Oppo is one of the best phone for camera as well as battery,Slt_Info,"P_Camera-Good,S_Camera-Good,Battery-Good",Neu
How much does it cost?,it cost 570 Euro,Query_Slot,null,Neu
what is it's colour?,The color of Oppo AA is Black,Query_Slot,null,Neu
"Oh, is it possible in Gold?",This model has strong features but available in Black only.,Slt_Info,Color-Gold,Neg
But I like Gold.,You can take R9 Plus by Oppo,Feedback,null,Neu
what is it's cost ?,it's of 550 Euro.,Query_Slot,null,Neu
"Ok, can you book it for me?",Yes done,Booking_Req,null,Neu
Thanks for your help.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
61,61,61,61,61
"Hi, I want to buy a new phone.","hello, what kind of phone do you want?",Phn_SelReq,null,Neu
It should have OS android and dual sim features.,"Sure, is there other features you want in your phone?",Slt_Info,"OS-And,SIM-D",Neu
"No, that's it.",F1 Plus by Oppo meets your requirements,Confirm,null,Neu
what is it's cost?,It cost Rs 350 Euro.,Query_Slot,null,Neu
what colour is it?,The color of the phone is Gold,Query_Slot,null,Neu
"Oh, is it possible to get in white?",This model is available in black only. 80% people prefer black over any other color,Slt_Info,Color-White,Neg
But I would prefer in white.,You can go for Galaxy On8 by Samsung,Feedback,null,Neg
what's the price?,it costs 300 Euro,Query_Slot,null,Neu
"Okay, Can you book it for me?","Sure, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot.,Welcome and do visit us again,Gratitude,null,Pos
62,62,62,62,62
"Hey, I am looking for a good phone.","Hi, What sort of phone are you looking for?",Phn_SelReq,null,Neu
It should be a 2017 released phone with good internal RAM and high primary camera quality.,F3 by Oppo suits your requirements,Slt_Info,"Released_Yr-2017,Internal_RAM-Good,P_Camera-Good",Neu
What is the price?,It is of 380 Euro,Query_Slot,null,Neu
Does it have a dual sim?,"Yes , this phone has dual sim.",Confirm_Q,Sim-D,Neu
What is it's released year?,It's release year is 2017,Query_Slot,null,Neu
What about the radio?,Sorry it does not support Radio,Query_Slot,null,Neu
"Oh, but I often listen to Radio.","If you leave aside Radio, this phone is selling like hot cake",Slt_Info,Radio-Y,Neg
But I would prefer the radio feature on my new phone.,"Okay, then Desire 10 Pro by HTC is a good option",Feedback,null,Neg
What is the cost?,It's 460 Euro,Query_Slot,null,Neu
"Ok, can you book it for me?",Yes done,Booking_Req,null,Neu
Thanks for the help.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
63,63,63,63,63
"Hey, can you help me with buying a new phone?","hello, what type of phone you want to purchase?",Phn_SelReq,null,Neu
I want to buy a grey color phone with a good camera.,Honor MX6 by Meizu meets your requirements.,Slt_Info,"Color-Grey,P_Camera-Good",Neu
What is it's primary camera quality?,"Yes , picture quality is very good of this phone. 12 MP is its primary camera",Query_Slot,null,Neu
Does it contain a dual sim?,"Yes, DualSim feauture is there on this phone.",Confirm_Q,Sim-D,Neu
what is it's cost?,it's of 300 Euro.,Query_Slot,null,Neu
"Oh, 300 is too costly for me. Can you suggest some other phone at a cheaper price?",Even though it is costly customers are prefering this phone as it does not need any maintainance,Slt_Info,Cost-Less,Neg
My budget restricts me to buy this phone.,M3 Note by Meizu is also a good phone,Feedback,null,Neu
"Ok, can you book it for me?",Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
64,64,64,64,64
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a lightweight phone with good camera quality.,"Sure, V5s by Vivo would be a good option for you",Slt_Info,"P_Camera-Good,Weight_g-Light",Neu
What is it's battery?,3000mAH is its battery. Your phone will last for long.,Query_Slot,null,Neu
What colour is it?,It's in Crown Gold color.,Query_Slot,null,Neu
what is it's released year?,It came in 2017,Query_Slot,null,Neu
What is its price?,It costs 280 Euro,Query_Slot,null,Neu
I want in the higher range. My budget is 400 plus.,At this price you are getting a very good deal.,Slt_Info,Cost-400+,Neu
But I don't want to buy this phone I want in the higher range.,No problem then you can buy Galaxy A5 (2017) by Samsung,Feedback,null,Neg
What is its price?,It costs 420 Euro,Query_Slot,null,Neu
"Ok, I will take this phone.",Yes done,Booking_Req,null,Neu
Thanks a lot for your time.,Welcome and thank you so much for choosing us,Gratitude,null,Pos
65,65,65,65,65
"Hi, I want to buy a new phone.",Any specific feature are you looking for ?,Phn_SelReq,null,Neu
I want a 64 GB internal RAM phone.,Oneplus 3T has 64 GB internal RAM,Slt_Info,Internal_RAM-64,Neu
What is it's colour?,Its color is Gunmetal.,Query_Slot,null,Neu
"Oh, I am not fond of Gunmetal color. Do you have some other colour?",Gunmetal colour is different and is not common,Slt_Info,Color-Non Gunmetal,Neg
True but somehow I have an aversion towards Gunmetal colour.,"Same model we have in Gunmetal only. But, You can buy R9s by Oppo. Its internal RAM is also 64 GB.",Feedback,null,Neg
"Lovely, What is it's colour?",It's black,Query_Slot,null,Neu
What is its price?,It is 450 Euro.,Query_Slot,null,Neu
"Cool, I will take it.","Great, I am booking it for you",Booking_Req,null,Pos
Thanks a lot.,My pleasure. Welcome,Gratitude,null,Pos
66,66,66,66,66
"Hi, can you please help me in selecting a phone?","Yeah Sure, May I know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy a GPS operated phone with a 15MP primary camera.,Xperia X Performance by Sony is very good for camera .,Slt_Info,"GPS-Y,P_Camera-15",Neu
How is camera quality?,23 MP for primary camera and 13 for secondary camera,Query_Slot,null,Neu
How much does it cost ?,it will cost 420 Euro.,Query_Slot,null,Neu
What is its memory?,It is 3 GB RAM and 32 GB for internal RAM,Query_Slot,null,Neu
"Oh, It will not solve my purpose. I want a GPS operated phone with higher internal memory.",But it is getting very good response.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
Maybe but I have faced problem in the past with less storage.,Then I would recommend Xperia XZ Premium by Sony,Feedback,null,Neu
"Okay, book this model for me.",Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
67,67,67,67,67
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
"Yes, I need a phone with a double sim at less cost.",You can take Liquid Jade Primo by Acer,Slt_Info,"Sim-D,Cost-Less",Neu
What is it's battery?,2870mAh is its battery. Your phone will last for long.,Query_Slot,null,Neu
What colour is it?,It's in black color.,Query_Slot,null,Neu
What is it's released year?,It came in 2015,Query_Slot,null,Neu
"Oh, I don't want an old phone. I want the latest mobile phone.",That will cost you more. This phone is giving very good performance,Slt_Info,Released_Yr-Latest,Neg
Yeah but still I would go for the latest phone.,"Sure, then you can buy Zenfone 3s Max ZC521TL by Asus",Feedback,null,Neg
What is it's price?,It is 230 Euro.,Query_Slot,null,Neu
"Ok, can you book it for me?","Yes sure,your booking is done",Booking_Req,null,Neu
Thanks a lot for your time.,Welcome and thank you so much for choosing us,Gratitude,null,Pos
68,68,68,68,68
"Hi, I want to buy a phone.","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want a dual sim phone in which the radio works.,Yes we have one latest phone MS1 by Sharp . Youngeters are preferring this over many,Slt_Info,"Sim-D,Radio-Y",Neu
Is it so?,"yeah, its rating is also very good priced at 240 Euro",Confirm,null,Neu
But I don't want a Sharp phone I want a Samsung company phone.,This mobile performance is very good. Try it once.,Slt_Info,Brand-Samsung,Neg
It looks good enough.,"Yup, it has also a special feature Hands-Free Speaker.",Feedback,null,Pos
"Ok, please complete the booking process.",It's done.Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time.,Welcome and thank you so much for choosing us,Gratitude,null,Pos
69,69,69,69,69
"I need to buy a phone, am I at the right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
I want to buy a Sony Xperia XA Ultra phone.,It is available in our store. Anything you want to know about this phone?,Slt_Info,"Brand-Sony,Model-Xperia XA Ultra",Neu
What is it's battery?,2700mAh is its battery.,Query_Slot,null,Neu
"Oh, I thought it must be around 4000 mAH. Can you suggest to me a phone with a 4000 mAH battery?",2700mAH is good enough to lasts for a day.,Slt_Info,Battery-4000+,Neg
But I travel a lot so need a high power battery phone.,A1 Plus by Gionee phone's battery is 4550mAH,Feedback,null,Neu
What colour is it available?,It's available in grey color.,Query_Slot,null,Neu
What is it's price?,It is 370 Euro.,Query_Slot,null,Neu
"Okay, I will buy it then.","Great choice, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot for teaching me its operation.,My pleasure.,Gratitude,null,Pos
70,70,70,70,70
I want to buy a phone which fulfils all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
I want to buy a lightweight phone with good performance.,R11 by Oppo is a very good phone,Slt_Info,Weight_g-Light,Neu
What are it's specifications?,It has 4 GB memory and has a dual front camera and back camera of 20MP. Android is its operating system.,Query_Slot,null,Neu
I am not sure about Oppo phone. I don't want Oppo phone. Do you have some other company phone?,"It comes with additional features. It has options for long screen shot, eye protection changing to a warmer color temperature",Slt_Info,Brand-Non Oppo,Neg
It looks good.,Also it has a battery capacity of 3000mAH. .,Feedback,null,Pos
"Ok, book this one for me.","Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thanks for visiting us.,Gratitude,null,Pos
71,71,71,71,71
"Hello, can you help me in selecting a phone?",Sure. May i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a gold colour phone with a good primary camera for my son.,"Hello, sure we have Gold color phone. Is there any features you want in your phone?",Slt_Info,"Color-Gold,P_Camera-Good",Neu
"I have budget constraints, it should be under 400 Euro.","No problem, Model F3 by Oppo is a good phone in the market meeting all your requirements.",Slt_Info,Cost-400-,Neu
What is it's display size?,It is 401 Pixel,Query_Slot,null,Neu
"Oh, but I want a phone which has a small display size.","If you leave aside display size, it is a fantastic phone",Slt_Info,Display_Size-Small,Neg
But still I am not comfortable with a big display size phone.,Model V5 by Vivo is getting good response from people and it meets all your requirements.,Feedback,null,Neg
What is it's price?,It is 250 Euro,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it. Your booking reference number is 1212_25",Booking_Req,null,Pos
Thanks a ton.,My pleasure.,Gratitude,null,Pos
72,72,72,72,72
I am looking for a good phone.,"Sure, any specific features you have in your mind?",Phn_SelReq,null,Neu
I want a small display size phone with a good memory.,"Sure, Is the all requirement ?",Slt_Info,"Display_Size-Small,RAM-Good,Internal_RAM-Good",Neu
I want in black color.,"Great , N97 mini by Nokia is a good phone",Slt_Info,Color-Black,Neu
What is it's OS?,It's Symphony,Query_Slot,null,Neu
"Oh, I am not comfortable with Symphony but I want android phone.",The operating system stands out through its real-time microkernel and its multi- processor ability.,Slt_Info,OS-And,Neg
My previous phone was android so I feel comfortable with the android phone.,nubia Z11 Max by ZTE can be a good option,Feedback,null,Neu
What colour is it available in your store?,It's color is Silver,Query_Slot,null,Neu
"Okay, I will book this phone.","great, I am booking your order",Booking_Req,null,Neu
Thanks a lot.,My pleasure.,Gratitude,null,Pos
73,73,73,73,73
"Good evening, I am looking for a good phone.","Sure, Any specific model or features you are looking for?",Phn_SelReq,null,Neu
I am looking for a silver colour LG phone.,K8 (2017) by LG is a good option.,Slt_Info,"Brand-LG,Color-Silver",Neu
What is its internal Ram storage?,It is 16 GB RAM.,Query_Slot,null,Neu
I want an LG phone with more internal RAM space.,16 GB RAM is Ideal for professional work and more demanding games.,Slt_Info,Internal_RAM-Good,Neu
But I have faced a storage problem in a 16 GB phone.,LG X venture Pro has 32 GB internal RAM and 2 GB RAM. But it is avilable in Black color,Feedback,null,Neg
"Lovely, what is it's cost?",it is 400 Euro.,Query_Slot,null,Neu
Book it for me.,"Sure, I am booking it for you.",Booking_Req,null,Neu
Thanks dear.,You are welcome.I am happy to help. Do visit us again.,Gratitude,null,Pos
74,74,74,74,74
"Hi, I am looking for a good mobile","Hello, Any specific company tab you have in mind?",Phn_SelReq,null,Neu
"Hey, I am looking for an Acer mobile.","Sure, it is available in our store. Are you sure you want Acer Tab only?",Slt_Info,Brand-Acer,Neu
Iconia Tab A700 by Acer is in demand these days.,"Yes, it is available in Titanium Grey color.",Slt_Info,"Brand-Acer,Model-Iconia Tab A700",Neu
"Oh, Grey is not my color so I want in some other colour.",But Titanium Gray color. is in demand these days.,Slt_Info,Color-Non Grey,Neg
But titanium Gray colour is not my favourite.,Iconia Tab A3 by Acer is available in Black color in our store,Feedback,null,Neg
What is it's price?,It is 190 Euro,Query_Slot,null,Neu
What is it's battery?,It is 7300mAH,Query_Slot,null,Neu
"Fine, I will take it.",I am booking it for you,Booking_Req,null,Neu
Thanks a ton.,Welcome always.My pleasure.,Gratitude,null,Pos
75,75,75,75,75
"Good Evening, I want to buy a cell phone.","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want to buy an oppo phone.,N3 by Oppo is a very good phone.,Slt_Info,Brand-Oppo,Neu
What is it's battery?,Its battery is 3000 mAH.It lasts for for than32 hrs.,Query_Slot,null,Neu
What is it's cost?,It is 550 Euro.,Query_Slot,null,Neu
"Sorry, that's too expensive for me. My budget is a lttle less somewhere around 400 Euro.",Though it is a bit costly but it is a phone with amazing features.,Slt_Info,Cost-400-,Neg
I take your point but I don't have that much budget.,R1S by Oppo's price is 290 Euro.,Feedback,null,Neu
What is it's colour?,Its color is white,Query_Slot,null,Neu
I will take it.,"cool, your booking reference number is 2020_75",Booking_Req,null,Neu
I am very happy today. Thanks a lot.,My pleasure. You are always welcome,Gratitude,null,Pos